353624 476677
130373 349470 94
130374 327620 17
130376 323231 20
130377 110079 94
130377 123967 26
130378 44039 128
130379 156005 47
130380 94060 164
130380 139351 31
130380 222556 175
130380 320117 151
130382 169586 45
130383 68344 200
130385 125488 1
130387 102476 131
130388 84941 117
130388 266333 51
130390 239708 63
130391 338894 107
130394 135351 141
130396 297750 198
130396 335932 21
130397 98073 44
130397 307324 128
130398 174149 60
130399 33727 126
130399 122417 56
130402 79468 7
130402 207400 100
130402 277969 1
130403 28562 30
130403 235645 19
130405 101459 160
130406 116587 189
130406 143317 137
130407 78557 83
130407 89183 102
130407 211334 53
130408 269874 145
130409 169210 92
130410 121332 60
130412 209996 24
130412 229094 84
130413 259851 195
130415 153297 100
130416 71194 134
130416 341634 47
130417 337182 46
130418 43812 40
130418 170078 170
130419 50695 158
130419 185784 37
130419 331623 177
130420 190919 47
130420 317949 104
130423 6873 50
130423 166139 53
130424 43466 135
130424 149485 77
130425 74237 14
130426 57170 46
130426 109605 186
130426 134181 45
130426 258823 144
130427 113322 176
130428 18274 13
130428 107652 192
130428 334659 92
130429 7938 184
130429 119628 182
130429 332946 121
130430 134157 45
130430 202510 38
130430 210232 143
130431 207769 23
130432 136299 147
130432 168473 194
130432 250439 77
130433 210083 62
130433 254569 79
130434 75105 8
130434 194902 74
130436 111575 180
130436 244097 86
130438 6404 75
130440 249971 148
130441 83858 55
130441 107808 3
130443 62773 174
130443 250421 170
130444 194119 170
130445 136207 65
130446 110214 192
130447 64965 185
130447 101619 135
130447 203970 39
130448 39034 121
130448 144303 184
130448 183125 84
130448 194033 78
130449 178219 158
130449 286853 67
130449 328552 64
130451 251240 78
130451 257709 103
130453 224195 92
130457 151881 179
130457 159465 74
130457 210083 149
130458 203250 147
130458 271555 157
130459 351120 109
130460 150053 3
130460 263608 118
130460 322973 167
130461 60318 93
130461 255199 34
130464 309288 77
130465 241624 66
130465 337946 82
130466 64761 39
130466 73171 134
130466 122977 162
130467 320061 60
130467 343715 77
130469 96160 129
130469 108073 169
130470 153138 114
130473 101380 30
130474 223394 85
130474 230978 76
130475 77893 134
130475 181875 70
130475 331630 63
130476 188008 179
130477 125409 39
130477 267924 69
130477 332368 50
130481 310858 114
130482 200573 167
130482 328842 148
130483 1825 177
130484 18632 83
130486 83718 82
130487 58902 90
130487 130359 172
130487 151721 33
130489 94484 155
130489 317045 146
130490 78016 173
130490 268706 122
130492 21378 96
130494 266693 55
130496 53342 141
130496 90884 8
130496 187151 191
130496 209628 182
130496 287279 186
130497 124394 26
130497 125020 145
130497 233682 44
130499 25362 50
130501 326663 17
130503 119444 67
130503 152719 163
130504 312337 173
130506 35223 115
130506 186733 111
130508 44213 131
130508 109662 81
130508 156075 81
130508 174519 142
130508 328871 145
130509 272893 63
130509 344928 29
130510 102465 83
130510 145540 7
130511 189676 108
130511 245889 104
130514 23317 157
130514 244639 138
130515 182983 62
130516 144616 1
130516 208551 78
130517 131300 147
130517 263361 164
130517 312871 8
130520 140738 4
130522 61974 77
130523 244468 83
130524 84267 122
130524 204938 97
130524 303201 43
130525 216714 32
130527 47223 34
130527 117930 161
130527 241230 157
130527 251567 51
130527 326589 122
130527 333347 62
130528 226854 193
130528 307079 149
130529 47149 177
130530 314878 26
130530 337940 20
130532 23250 97
130532 316793 101
130533 815 180
130533 145553 183
130533 222853 54
130534 324668 172
130535 184473 45
130536 176876 89
130536 240233 178
130536 305971 50
130537 103431 157
130538 65415 70
130539 94486 10
130539 148421 150
130539 233780 180
130540 131024 25
130540 326435 179
130541 169482 106
130541 212392 48
130541 223094 8
130541 227223 105
130542 332369 12
130543 91833 64
130543 235848 107
130544 264802 47
130545 27301 77
130546 155743 125
130546 332868 33
130547 135648 198
130547 298582 49
130548 200320 101
130549 82850 171
130549 155181 41
130550 156235 174
130553 253585 105
130554 29869 37
130554 221873 63
130554 324341 177
130555 33937 115
130557 234890 17
130559 149856 106
130559 217294 16
130560 305145 113
130560 339122 130
130562 184510 80
130563 14743 9
130563 147031 147
130563 349971 159
130566 28372 120
130566 49686 178
130566 73512 32
130566 244567 98
130567 284904 40
130567 324724 51
130568 244555 110
130569 182486 85
130570 152240 9
130571 1309 124
130571 350315 55
130572 351128 16
130575 45124 105
130575 258215 67
130579 125201 25
130579 242596 61
130579 265548 2
130580 66573 148
130580 122862 69
130580 336641 16
130581 39658 12
130581 116944 98
130582 133338 134
130584 153525 118
130585 66178 14
130585 115695 36
130585 181495 132
130586 263737 73
130588 289368 4
130589 172586 179
130591 74552 19
130591 84524 46
130593 220544 195
130595 238866 102
130595 308630 83
130597 121335 46
130597 132195 106
130598 135210 5
130598 288936 28
130600 349342 128
130601 5767 11
130602 118318 161
130604 248254 16
130605 119525 37
130606 33926 180
130607 72735 61
130607 118811 148
130607 351750 198
130608 279516 100
130609 213655 125
130609 293770 96
130610 59531 24
130612 146619 171
130613 77255 119
130617 30742 17
130617 62152 131
130617 258272 52
130618 350101 197
130619 165709 49
130620 308872 114
130621 19445 144
130621 67097 63
130621 106091 96
130621 145787 105
130623 110511 196
130623 156463 163
130624 226978 40
130625 195445 50
130626 78725 192
130626 241095 36
130627 129571 16
130628 103640 161
130630 90139 142
130631 126856 167
130632 108750 117
130632 173222 147
130632 227336 179
130635 164078 107
130635 171387 197
130635 290606 6
130637 220052 22
130638 64104 180
130638 106677 133
130639 42027 113
130640 303700 1
130641 32855 71
130641 242980 14
130643 325512 116
130644 153219 182
130646 102300 32
130649 31871 48
130649 274858 108
130650 254123 186
130652 200389 187
130655 143917 192
130656 55517 142
130656 72846 167
130657 13757 99
130659 43228 121
130659 63441 61
130660 45617 37
130660 352415 100
130661 9817 97
130661 13960 116
130662 328240 25
130663 113546 178
130664 43556 17
130664 116816 186
130664 120154 76
130664 209181 185
130665 86267 164
130665 217805 173
130665 254659 146
130666 53743 117
130667 163204 50
130669 251469 160
130670 300911 170
130670 347503 126
130671 70526 185
130672 80802 198
130672 161357 194
130672 170304 113
130672 187812 164
130673 26606 12
130674 218322 165
130674 339234 129
130675 66813 188
130676 116785 4
130677 322341 26
130678 307160 34
130679 114895 131
130679 130139 190
130679 303183 110
130679 341138 53
130681 62462 186
130681 245829 161
130682 69696 100
130684 118602 154
130685 42879 14
130685 245571 20
130685 286265 47
130686 4223 2
130686 266459 185
130687 224885 180
130687 320058 64
130688 166381 172
130689 118379 167
130689 245196 169
130690 197834 64
130691 233622 110
130692 13223 81
130692 130969 176
130692 221070 36
130692 332698 134
130693 132195 131
130694 156249 138
130695 206909 171
130695 224603 193
130695 279075 149
130695 328406 134
130695 329046 19
130697 267666 139
130698 74121 80
130698 238294 86
130698 324940 135
130698 338133 28
130699 169694 118
130700 195248 169
130702 73450 25
130702 107964 1
130702 299576 143
130704 186415 21
130705 72675 172
130706 204785 21
130707 207938 42
130707 344555 144
130708 326910 20
130709 38674 198
130709 129979 76
130709 154142 102
130710 205628 15
130712 27789 151
130712 46584 197
130712 62227 171
130712 151915 153
130713 175205 92
130714 201688 28
130715 251956 87
130715 276484 195
130716 75919 181
130716 268061 79
130718 137392 129
130718 253397 110
130719 15180 111
130719 174983 57
130720 123189 86
130721 54238 9
130721 87974 118
130722 52587 127
130722 133975 178
130722 143424 136
130722 272457 142
130722 279642 77
130725 315934 68
130726 28847 196
130726 144040 173
130726 328123 69
130727 295076 89
130728 330038 110
130730 183251 97
130730 219616 196
130730 341705 158
130734 51792 79
130734 250128 113
130734 310484 183
130736 239242 150
130739 340357 151
130740 36925 156
130740 52107 12
130740 89463 41
130740 190940 84
130740 336304 178
130741 109071 8
130741 168402 52
130741 308219 130
130741 336305 21
130742 147426 158
130743 40809 178
130743 141123 30
130743 268339 141
130743 325894 96
130745 89839 96
130745 144249 143
130745 253599 25
130745 319922 109
130746 3841 71
130746 48795 137
130747 223994 158
130750 6563 110
130751 12854 46
130751 169670 142
130751 210880 39
130751 282984 38
130751 333141 194
130752 118812 110
130752 262249 48
130753 137085 31
130756 81948 91
130757 36575 81
130757 96580 59
130758 55357 135
130758 176042 23
130758 258538 119
130758 329355 63
130759 48462 79
130760 183029 196
130760 203400 14
130760 328930 163
130762 215893 176
130764 273670 106
130768 208486 80
130769 81842 161
130769 164338 137
130769 237495 114
130771 197615 135
130771 291129 105
130772 249273 79
130772 311391 187
130773 90992 46
130774 42350 118
130775 315860 130
130776 13832 141
130776 220392 192
130776 333892 131
130777 352454 157
130778 248872 23
130780 322485 120
130781 171437 89
130781 218442 154
130782 55997 10
130782 194025 98
130782 299583 4
130783 25414 53
130785 133575 112
130785 243634 121
130786 286772 196
130787 85808 84
130788 103902 197
130788 113764 135
130789 1841 58
130789 18482 124
130789 306244 148
130790 208161 97
130793 271245 82
130793 283860 33
130794 327934 85
130794 333178 166
130796 26533 69
130796 201917 26
130796 273374 155
130797 199117 87
130797 290305 167
130799 103409 128
130799 139313 103
130799 314862 17
130801 55167 156
130804 41378 20
130804 50703 22
130805 150013 195
130805 221181 101
130806 165946 161
130807 53720 134
130807 264595 7
130808 317905 139
130810 286710 158
130811 265500 181
130812 174258 21
130812 210974 179
130813 207107 7
130816 302957 22
130817 52359 165
130817 93707 63
130817 209175 89
130818 251563 119
130819 97652 2
130819 347659 156
130821 283175 196
130822 318378 143
130823 30087 75
130823 233770 80
130823 305248 8
130824 14837 43
130824 162954 73
130825 127450 186
130826 114547 182
130829 49190 59
130830 151982 60
130831 226241 156
130831 343822 24
130833 152969 9
130833 214839 13
130833 249229 56
130834 69400 121
130834 78801 25
130834 280764 89
130834 349592 16
130836 62045 31
130836 153997 56
130836 156626 85
130836 295459 132
130837 230286 126
130837 321137 173
130838 35516 132
130838 262922 155
130841 88690 192
130841 235568 75
130842 90955 160
130843 270648 2
130844 89243 17
130844 240815 181
130846 34243 152
130846 57594 42
130847 310795 24
130848 6 83
130849 90094 76
130850 96977 178
130851 294763 4
130852 97068 9
130854 314765 175
130854 332459 34
130855 117841 34
130855 180076 133
130855 260528 100
130856 105681 67
130859 47041 88
130859 275610 194
130859 284770 119
130860 262810 85
130861 101026 85
130862 24477 118
130862 350896 111
130863 298827 94
130864 146265 161
130864 147194 184
130864 258643 114
130865 76715 115
130865 244453 16
130866 108236 123
130866 305925 44
130867 171174 13
130868 260663 126
130871 55957 84
130872 219243 70
130872 252628 196
130873 42566 13
130873 81099 185
130874 178234 178
130874 199259 86
130874 275155 15
130875 346138 32
130876 185517 67
130876 293876 126
130879 154447 99
130879 191741 126
130880 196009 185
130881 193429 23
130881 331333 188
130884 255990 76
130886 176001 31
130886 204307 16
130888 312241 164
130889 346095 6
130890 322332 145
130891 196101 38
130892 51075 28
130893 23396 112
130893 173963 84
130894 83801 80
130894 186379 30
130894 242317 53
130895 81400 194
130895 266770 85
130895 297003 62
130895 320368 96
130896 73390 120
130897 8231 88
130898 55932 20
130898 219169 128
130898 339489 39
130899 138876 174
130903 308097 74
130904 86122 176
130905 34851 76
130905 228108 124
130907 214655 46
130908 61584 198
130908 124865 33
130909 152236 162
130910 221478 11
130911 54725 133
130911 273198 67
130912 108262 70
130912 148309 80
130913 291981 37
130913 350837 191
130914 2093 39
130914 278720 150
130916 346373 2
130917 174190 11
130918 326499 86
130920 43969 126
130922 183313 29
130923 69236 110
130923 91837 67
130923 185117 78
130926 81062 10
130926 110848 46
130926 142182 110
130927 40830 164
130927 42998 22
130927 84318 161
130928 99735 176
130929 330521 19
130930 173 68
130930 274171 4
130932 126730 90
130932 336332 45
130934 119299 164
130936 176980 144
130937 294899 100
130938 15245 195
130938 41927 123
130938 134519 145
130939 104259 89
130940 262762 38
130940 346084 160
130941 344371 138
130942 34119 185
130942 72900 152
130942 329128 47
130943 15325 194
130943 37038 158
130943 148549 181
130944 307341 18
130946 262554 200
130948 13423 5
130949 63732 65
130950 269226 177
130951 177750 190
130951 240797 152
130951 308861 193
130952 151406 80
130952 312303 113
130953 107960 186
130954 150981 141
130956 148870 140
130957 338948 24
130960 290831 165
130961 280371 175
130961 306351 126
130963 107528 63
130965 194802 193
130966 111130 141
130966 222772 168
130966 279274 5
130967 283239 2
130970 165633 196
130972 81074 68
130973 83642 29
130973 158788 180
130974 6329 180
130974 258029 76
130975 31085 27
130975 317746 181
130976 76322 46
130976 98111 98
130977 27267 170
130978 342476 61
130979 9637 119
130980 107873 136
130980 210575 144
130980 351562 19
130981 97489 123
130982 259082 83
130983 158356 182
130983 350085 183
130984 64588 193
130984 110003 158
130984 147270 166
130984 342488 155
130985 2808 85
130985 319076 86
130987 157685 180
130988 273113 191
130989 235496 167
130990 63967 153
130990 74765 155
130990 273376 19
130990 312783 182
130992 433 94
130992 156134 123
130992 270150 43
130993 249367 22
130993 326316 71
130994 267275 186
130994 287598 181
130994 313461 88
130997 199709 26
130998 15627 122
130998 240920 114
130998 346251 156
131000 11864 72
131001 289414 9
131003 247593 194
131005 4897 157
131005 99526 162
131005 234443 118
131005 302755 173
131007 295035 44
131008 141138 22
131008 319075 65
131011 271598 92
131012 37875 113
131012 272927 26
131014 63905 194
131014 277760 35
131015 9145 69
131016 53446 89
131017 27804 108
131017 96116 15
131017 200848 20
131017 237103 111
131018 4440 52
131019 163769 196
131020 98947 157
131020 142208 145
131020 215716 47
131023 74470 117
131023 289839 191
131023 344889 142
131024 96934 89
131025 336467 18
131026 54473 73
131026 144615 28
131026 215783 69
131027 37943 127
131027 221152 188
131027 237745 30
131027 243863 35
131027 261323 23
131027 284096 75
131028 90668 143
131028 93648 174
131029 108686 92
131029 175725 92
131030 101557 156
131031 163277 89
131031 285111 178
131032 224570 35
131033 329654 38
131034 45657 47
131035 130893 198
131037 63966 21
131038 206303 180
131038 330945 16
131039 12008 18
131039 137641 189
131040 118895 196
131040 243007 4
131041 95703 39
131041 159803 9
131042 160279 178
131042 240304 115
131043 133350 140
131043 192791 161
131043 310661 155
131044 168188 113
131044 291915 166
131044 319457 39
131045 26617 139
131045 62872 183
131046 253762 133
131048 18361 187
131048 333789 140
131049 12739 68
131050 325732 129
131051 6182 137
131051 77777 99
131053 102396 158
131054 17038 165
131054 157956 58
131056 113107 102
131059 196879 100
131062 201410 76
131062 220033 122
131064 301099 71
131065 35450 21
131065 80700 149
131065 247378 128
131066 339393 76
131068 241008 132
131068 334302 174
131069 29122 102
131069 230947 11
131070 61221 177
131070 215945 75
131071 334504 157
131072 27184 57
131074 308561 116
131076 145491 5
131076 230788 101
131077 330091 6
131079 250838 4
131080 142604 77
131080 221755 182
131081 213883 124
131083 29141 179
131083 29726 42
131083 96806 69
131083 304061 111
131084 314736 195
131085 72803 35
131085 143909 60
131085 346326 120
131086 117978 47
131087 181439 130
131088 327506 167
131089 73116 98
131090 8308 190
131090 65574 70
131092 139118 146
131092 268151 103
131094 220212 122
131094 220900 2
131096 240674 14
131097 230799 178
131099 241537 157
131099 332202 67
131100 140350 105
131100 287703 115
131101 135506 129
131101 335397 131
131102 34718 129
131103 100519 104
131104 110306 172
131106 45258 51
131106 96516 136
131106 154319 87
131106 235184 34
131107 307619 146
131108 152380 1
131109 219392 86
131110 46287 133
131111 1912 107
131111 42193 159
131111 175706 58
131111 200234 190
131112 105303 12
131113 22725 32
131114 88299 200
131114 118009 190
131114 145338 146
131114 236705 190
131114 268803 25
131116 303704 168
131117 24566 129
131119 97236 43
131120 18836 144
131121 33716 66
131121 62483 158
131121 77039 75
131122 147657 104
131123 202722 150
131123 341727 159
131124 15770 37
131124 39637 143
131124 172751 30
131126 313623 53
131127 32379 18
131127 139988 200
131128 8141 30
131128 92096 94
131128 96301 18
131128 145295 189
131129 99220 152
131130 141002 63
131130 147788 138
131130 328416 191
131130 337824 88
131131 113096 173
131131 195654 185
131132 22122 117
131132 156709 123
131133 93690 43
131133 152732 92
131134 233687 84
131134 307305 195
131135 20583 127
131135 169464 159
131135 195444 105
131136 117319 61
131136 118131 2
131136 311436 47
131138 64246 70
131138 66448 190
131139 91204 200
131139 202605 187
131141 129498 99
131141 288000 61
131142 47567 77
131142 206496 2
131143 189202 64
131143 243027 181
131144 267955 159
131145 287728 39
131146 59559 99
131146 72408 161
131146 303434 134
131147 36732 50
131148 313759 118
131151 105763 140
131151 170159 143
131151 290720 122
131152 201632 117
131153 183925 65
131154 9657 112
131154 43345 24
131154 186555 180
131155 17579 83
131155 272128 23
131156 191023 176
131157 275268 2
131157 292377 153
131157 337276 139
131159 131523 135
131159 237714 90
131160 48780 156
131160 324416 31
131161 117368 48
131162 274295 161
131163 98850 50
131163 181291 107
131163 279891 85
131163 346565 62
131164 14256 18
131166 48806 79
131166 150799 173
131167 44526 153
131167 208300 39
131167 232938 34
131168 285401 20
131169 20062 146
131170 140424 146
131171 18763 117
131171 118113 104
131172 119215 69
131173 24043 13
131173 77882 194
131173 248710 177
131175 161591 186
131176 15911 112
131178 6966 86
131178 272602 78
131179 50228 4
131179 172365 123
131180 50566 98
131181 26087 3
131181 103112 144
131181 155347 199
131181 172642 14
131181 309596 185
131182 92941 166
131182 124461 113
131182 139292 40
131183 123987 98
131183 326218 39
131185 254460 100
131185 277061 106
131186 58816 50
131186 328306 152
131187 150170 71
131187 209838 84
131187 267813 8
131189 59142 77
131189 85184 93
131189 201065 82
131190 66314 123
131191 203455 34
131191 345557 64
131192 132329 92
131192 188205 142
131192 212905 172
131192 293171 49
131194 39250 30
131194 277055 37
131194 306187 50
131195 24007 140
131195 123206 91
131195 264840 67
131195 292974 79
131195 302898 188
131196 51626 34
131196 102822 53
131197 243507 49
131201 141256 148
131201 158647 55
131201 190071 104
131201 218267 195
131201 345008 195
131202 117906 44
131202 223636 138
131202 337239 30
131203 96166 63
131206 92638 178
131206 223839 24
131208 48780 171
131208 248231 162
131208 273495 164
131209 332861 112
131209 342324 86
131210 133377 54
131211 284048 30
131211 302967 14
131212 333951 93
131214 125569 137
131214 179291 122
131215 131812 17
131215 155280 184
131216 99240 93
131216 270646 189
131217 83460 186
131217 270282 175
131218 114685 6
131218 233319 129
131219 19513 91
131219 178208 167
131219 285452 184
131220 244 31
131220 22769 83
131220 262900 86
131223 282200 20
131224 43419 71
131224 52228 183
131225 40027 114
131225 151352 133
131227 341445 63
131228 46423 54
131228 124549 80
131228 324626 123
131229 120221 13
131229 248015 14
131230 62983 18
131230 339080 196
131232 52758 92
131232 80266 197
131232 89013 62
131234 20159 171
131234 341499 190
131235 15432 195
131235 92257 56
131236 276678 39
131237 248896 38
131240 207186 200
131240 310803 54
131241 149721 187
131241 318925 41
131242 204710 150
131243 63187 101
131243 245935 39
131244 62300 81
131244 345169 157
131245 171073 159
131245 269797 177
131246 242930 83
131246 273803 57
131246 319053 169
131247 79735 133
131247 134496 148
131248 255533 153
131249 91925 158
131250 272093 130
131251 196480 13
131252 311075 28
131254 222552 159
131257 49304 42
131257 52236 107
131257 231109 105
131258 67928 23
131260 283058 52
131260 352464 45
131261 249584 195
131266 320956 72
131268 161499 72
131268 269397 160
131269 27787 56
131269 31717 109
131271 105137 198
131273 100287 74
131274 184917 155
131276 183040 87
131277 67965 4
131277 299225 185
131278 139120 162
131278 167502 58
131278 172457 92
131278 271243 18
131279 307733 144
131281 108635 160
131282 61748 21
131282 144588 151
131282 249382 58
131282 255865 5
131283 197113 174
131285 277216 66
131286 194934 80
131287 3908 112
131287 28835 120
131287 63101 25
131288 136610 9
131290 60874 159
131290 86840 153
131290 170974 92
131290 275479 14
131291 92147 123
131293 93312 21
131293 104977 151
131293 129677 12
131294 34271 199
131296 65208 187
131298 278748 186
131300 181402 62
131300 266362 188
131300 328294 87
131301 10348 121
131301 175560 118
131302 3618 46
131302 73747 114
131302 174749 81
131302 182505 120
131303 8987 102
131303 26729 114
131305 231825 197
131305 275251 48
131306 181958 40
131308 71247 31
131308 227072 62
131309 146442 74
131309 164941 19
131309 283623 68
131310 103333 57
131310 334593 50
131310 349947 83
131311 260150 122
131313 84451 16
131313 139288 131
131313 172962 9
131316 82513 149
131316 152917 162
131320 141971 2
131320 152783 185
131320 175081 174
131321 87844 193
131321 191124 102
131322 159529 21
131323 274771 75
131324 279851 146
131324 289486 183
131324 298522 123
131325 157763 22
131325 315804 166
131327 85523 168
131327 139183 126
131330 171043 106
131331 16423 68
131331 88713 131
131333 268930 185
131336 253840 146
131336 280584 169
131337 35547 197
131338 155620 163
131338 306841 74
131339 106641 15
131339 154155 55
131340 108431 155
131340 240554 76
131341 119278 163
131342 81324 157
131343 140119 63
131345 13111 162
131345 110686 20
131345 194290 108
131346 233147 49
131347 181828 108
131348 282769 24
131348 340558 159
131350 27554 171
131350 105157 35
131350 343175 52
131353 239946 33
131354 113942 27
131355 94308 96
131355 199164 24
131355 271034 53
131356 51523 149
131356 341914 175
131357 64462 38
131357 342252 166
131358 29488 172
131358 107263 37
131358 130903 118
131359 126224 84
131360 39524 85
131360 286943 169
131361 262065 38
131364 124198 154
131365 25523 67
131365 59686 20
131365 183213 82
131366 251994 12
131369 131821 45
131370 159178 135
131371 107157 55
131372 149180 119
131372 157425 78
131372 166523 88
131372 203315 89
131372 309912 176
131374 136629 37
131374 190041 183
131375 1864 142
131375 276550 6
131376 17735 162
131377 94458 72
131378 16085 142
131378 146818 127
131378 156377 122
131378 182832 122
131379 209790 182
131379 319739 158
131380 322128 20
131381 17175 55
131382 17940 76
131384 183023 93
131384 241865 74
131385 340115 38
131386 132744 64
131386 216926 90
131386 223120 159
131387 59285 91
131387 78796 29
131388 105465 180
131391 274919 178
131392 50907 149
131393 45877 100
131393 234977 34
131393 248927 62
131393 263345 118
131394 4702 76
131394 31508 58
131394 155111 35
131394 168875 75
131397 292405 179
131399 184020 10
131400 85985 181
131400 158681 94
131400 227220 12
131403 260009 27
131404 27697 2
131405 17650 22
131406 19564 183
131407 97615 14
131407 293439 170
131408 41265 188
131409 32505 128
131409 97493 198
131409 100872 157
131410 19127 28
131410 95264 52
131410 160651 168
131410 288046 174
131411 146860 197
131411 275721 31
131412 172015 130
131414 127352 111
131415 26103 63
131416 205617 98
131417 149618 183
131418 92518 83
131418 324528 30
131419 185407 130
131420 78666 199
131420 229584 102
131420 233665 78
131420 329471 135
131421 9247 115
131421 153799 101
131423 185885 168
131424 206787 176
131424 221914 47
131424 279118 107
131425 63564 33
131425 141511 80
131426 308541 14
131427 80255 184
131428 59286 52
131428 81233 145
131428 300456 130
131429 148073 74
131430 29089 6
131430 138026 141
131430 289770 17
131432 117691 74
131433 235913 192
131435 143770 200
131435 316704 68
131436 144473 193
131436 242433 120
131436 283003 87
131436 319843 24
131437 62205 49
131437 213226 150
131438 178197 124
131438 320182 39
131441 239017 197
131442 117858 31
131442 239768 128
131443 214828 148
131444 82231 131
131446 325144 99
131448 85937 8
131448 177490 141
131450 87742 176
131451 17848 200
131451 19589 195
131451 132979 147
131452 172965 159
131454 114847 152
131454 211245 120
131456 43557 192
131456 320755 155
131457 331320 145
131457 348938 94
131458 197732 191
131459 145284 124
131461 19921 112
131461 345714 18
131462 29206 117
131462 243646 134
131463 273295 123
131463 288525 25
131463 337216 167
131464 331374 87
131465 3380 53
131465 33448 169
131465 95332 156
131469 72294 29
131470 124654 116
131470 241313 84
131473 321265 168
131475 33491 20
131475 193686 131
131477 91034 144
131477 102259 120
131479 101359 185
131480 129205 143
131480 165632 112
131481 152667 130
131481 238377 35
131482 90488 182
131483 236252 105
131484 186908 125
131484 280037 192
131484 284242 196
131486 166236 5
131486 181652 3
131487 99198 198
131487 304643 96
131489 16745 32
131489 255073 195
131492 194031 146
131492 252825 190
131492 257856 14
131493 268930 133
131494 308737 184
131495 139596 129
131495 312654 191
131496 172824 23
131496 329688 178
131497 53303 82
131497 81210 159
131499 90420 60
131499 127597 67
131499 127948 136
131500 337537 166
131502 219703 29
131502 290121 175
131503 72688 165
131503 111345 172
131503 112508 10
131503 167159 85
131504 186643 199
131504 256311 45
131505 110397 117
131505 312222 7
131507 155449 34
131507 263746 74
131508 35288 74
131508 266610 4
131508 298598 141
131509 23500 131
131511 93417 64
131512 293970 95
131513 131649 125
131513 257530 132
131515 5295 42
131515 133729 82
131516 305260 105
131516 328735 26
131516 336546 57
131518 279206 193
131520 101945 2
131520 334946 42
131522 163452 17
131522 175668 157
131522 323255 48
131523 281385 186
131523 312795 106
131525 156497 12
131526 25235 92
131528 272305 140
131530 61005 164
131530 91362 133
131530 101224 88
131531 57138 134
131531 276595 156
131533 149718 57
131533 305068 195
131533 317346 161
131535 22201 87
131535 186374 17
131535 221624 102
131536 116893 143
131536 276799 57
131538 321328 193
131539 144589 75
131540 17897 31
131540 345768 46
131541 84909 6
131542 120339 136
131542 246633 84
131543 22779 153
131544 20440 72
131544 119976 42
131544 323556 129
131545 247021 181
131546 110632 193
131546 180210 56
131546 252314 107
131546 278067 55
131547 252253 161
131548 12584 168
131548 329430 152
131549 6804 38
131549 65357 160
131549 143180 24
131550 63892 15
131553 176844 32
131553 205852 185
131554 311046 131
131555 60765 191
131555 218283 60
131556 82816 114
131556 88611 98
131556 336078 10
131557 273844 137
131558 212828 168
131558 300575 22
131559 53735 121
131560 131022 171
131561 114891 129
131562 221090 13
131563 130474 89
131563 204794 150
131564 192345 78
131564 338122 37
131565 55426 189
131565 171507 4
131566 2944 161
131567 40411 73
131567 112694 135
131568 32291 106
131568 158695 107
131569 251914 192
131570 11254 124
131570 126385 11
131570 132579 138
131570 154017 19
131571 40917 75
131571 198318 25
131571 307014 29
131573 272853 150
131573 317628 96
131575 42469 106
131575 45036 12
131575 294554 177
131576 20557 27
131576 344574 133
131578 130067 103
131578 170114 41
131579 31158 42
131579 124349 138
131581 100449 131
131581 142361 97
131582 148191 37
131583 30370 136
131583 65235 81
131583 194722 200
131586 58142 171
131587 293532 99
131588 62686 175
131588 351914 12
131589 119299 188
131590 135645 9
131590 307939 135
131590 313431 180
131592 96990 22
131592 189169 61
131592 247722 12
131593 96516 167
131594 251041 91
131594 259623 6
131594 263064 113
131595 55218 99
131596 248627 192
131599 198046 145
131600 198171 119
131601 148538 170
131603 82416 86
131604 148967 112
131605 15393 157
131605 129533 7
131606 20225 200
131606 45503 181
131606 87484 92
131606 145865 127
131606 273033 14
131607 283109 16
131610 74962 140
131611 331666 135
131613 253528 123
131613 315708 88
131614 24430 12
131614 128185 173
131616 210882 141
131616 223332 197
131618 290971 129
131619 74302 183
131620 64668 66
131620 161816 45
131620 230355 164
131621 309108 49
131622 180599 170
131623 223799 176
131623 278209 35
131625 95807 185
131625 171992 54
131626 69126 67
131627 287586 151
131628 245076 66
131630 199339 55
131630 280266 178
131632 176912 196
131633 296999 170
131634 39987 12
131634 234868 107
131635 108286 5
131636 47621 87
131636 226384 50
131637 233329 111
131638 168982 26
131639 50762 92
131639 276757 174
131641 51101 106
131641 299745 96
131642 3801 94
131642 90034 69
131642 104335 132
131642 315038 121
131643 136200 84
131644 106064 77
131644 236852 122
131645 229069 184
131647 276585 121
131650 268852 9
131650 335526 157
131652 54985 71
131652 166489 161
131652 278289 155
131652 331949 133
131652 349471 50
131653 251147 38
131654 187674 139
131654 304780 95
131655 222629 49
131656 305470 154
131658 126 54
131658 131299 132
131658 131650 75
131658 200141 88
131659 302183 22
131660 120778 2
131660 304971 99
131662 52750 152
131662 77567 121
131662 162224 94
131662 271636 17
131664 66392 20
131665 26986 68
131665 45719 144
131665 203237 6
131666 225660 98
131666 285617 2
131666 339201 171
131668 234560 117
131669 179800 148
131669 223412 95
131669 303740 56
131670 340643 112
131671 228541 163
131671 230282 30
131673 67150 90
131674 198799 133
131674 263546 35
131674 304068 44
131675 282617 161
131676 160894 66
131676 253899 28
131676 277312 63
131676 305556 99
131678 177915 142
131678 236957 19
131679 18072 164
131679 48532 128
131679 278340 163
131681 37082 171
131681 289415 4
131681 301858 151
131682 74900 132
131682 171773 196
131682 264427 84
131682 345870 9
131683 88555 114
131683 201243 24
131684 245317 194
131685 75639 7
131686 16736 200
131686 19592 111
